segment_id,country_code,road_class_norm,land_use,speed_limit,ss_limit,speed_85th,pct_over_limit,sss,sss_band,anomaly_score,anomaly_flag,anomaly_reason
36597,TH,secondary,urban,80.0,50.0,27.5,0.0,55.0,High Risk,60.65028061042702,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
36613,TH,secondary,urban,80.0,50.0,26.0,0.0,55.0,High Risk,64.37944436067876,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
36615,TH,secondary,urban,80.0,50.0,32.5,0.0,55.0,High Risk,48.414373564466935,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; large gap between F85 speed and posted limit
36636,TH,primary,urban,30.0,50.0,31.0,0.2170134918820032,33.767322199999995,Acceptable,52.09904368956813,True,AI flags: speed limit; speed 85th; median speed
36684,TH,primary,urban,90.0,50.0,55.0,0.0,49.767322199999995,Moderate,41.97028609238762,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; high spread between median and 85th pct speed
36697,TH,secondary,rural,80.0,60.0,31.0,0.0,32.974924533333336,Acceptable,63.26344266466564,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
36740,TH,primary,urban,90.0,50.0,58.0,0.0,49.767322199999995,Moderate,51.72914869214477,True,AI flags: high spread between median and 85th pct speed; median speed significantly above posted limit; drivers operating far above posted limit
36784,TH,secondary,urban,30.0,50.0,28.5,0.13477343755511503,39.0,Moderate,52.86155102391127,True,AI flags: speed limit; median speed; speed 85th
36792,TH,secondary,urban,80.0,50.0,38.0,0.0,55.0,High Risk,46.37471833626635,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
36822,TH,secondary,urban,80.0,50.0,32.5,0.0,55.0,High Risk,50.764994829191814,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
36833,TH,secondary,urban,80.0,50.0,36.0,0.0,55.0,High Risk,42.77067238174457,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; unusual traffic volume for this road type
36860,TH,secondary,urban,80.0,50.0,33.0,0.0,55.0,High Risk,53.53565748743465,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
36863,TH,secondary,urban,80.0,50.0,37.5,0.0,55.0,High Risk,42.55811878207267,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; unusual traffic volume for this road type
36867,TH,secondary,urban,80.0,50.0,32.0,0.0,55.0,High Risk,53.714298941151185,True,AI flags: drivers operating far above posted limit; unusual traffic volume for this road type; absolute speed excess above limit is high
36904,TH,primary,rural,90.0,60.0,48.1,0.11842513017707575,36.767212,Moderate,49.147871390787955,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; unusual traffic volume for this road type
36905,TH,primary,rural,86.0,60.0,50.5,0.2431447947792673,34.100545333333336,Acceptable,41.08985552536931,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; high spread between median and 85th pct speed
36906,TH,secondary,urban,80.0,50.0,36.0,0.0,55.0,High Risk,38.35616515911252,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; large gap between F85 speed and posted limit
36907,TH,secondary,urban,80.0,50.0,27.0,0.0,55.0,High Risk,61.12125503937931,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
36928,TH,secondary,urban,40.0,50.0,47.0,0.3999996786931809,35.0,Moderate,48.678157988414064,True,AI flags: unusual traffic volume for this road type; speed limit; high spread between median and 85th pct speed
36934,TH,secondary,rural,90.0,60.0,44.66666667,0.0,39.6415912,Moderate,45.35192813391321,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
36948,TH,secondary,rural,87.0,60.0,39.75,0.0,37.6415912,Moderate,52.40200679152005,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
36949,TH,secondary,rural,88.0,60.0,44.66666667,0.0,38.308257866666665,Moderate,42.814004108894395,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
37002,TH,secondary,rural,60.0,60.0,85.0,1.0,64.6415912,High Risk,48.80754358809619,True,AI flags: unusual traffic volume for this road type; pct over limit; median speed significantly above posted limit
37018,TH,secondary,urban,60.0,50.0,85.0,0.7666670201497119,88.0,Critical,44.997504517968814,True,AI flags: unusual traffic volume for this road type; pct over limit; large gap between F85 speed and posted limit
37230,TH,secondary,urban,90.0,50.0,43.0,0.0,55.0,High Risk,51.20243757615466,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
37233,TH,secondary,rural,90.0,60.0,44.0,0.0,39.6415912,Moderate,46.05670871410562,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
37235,TH,secondary,rural,90.0,60.0,47.0,0.0,39.6415912,Moderate,41.08684053222797,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
37236,TH,secondary,urban,90.0,50.0,33.0,0.0,55.0,High Risk,65.02513900397892,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
37260,TH,secondary,rural,80.0,60.0,60.0,0.0,32.974924533333336,Acceptable,38.623208435987614,True,AI flags: high spread between median and 85th pct speed; median speed significantly above posted limit; median speed
37331,TH,secondary,urban,40.0,50.0,64.5,1.0,80.0,Critical,65.03775198372783,True,AI flags: pct over limit; large gap between F85 speed and posted limit; high spread between median and 85th pct speed
37376,TH,secondary,urban,30.0,50.0,90.0,1.0,84.0,Critical,85.13750037491656,True,AI flags: large gap between F85 speed and posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
37377,TH,secondary,urban,30.0,50.0,95.0,1.0,84.0,Critical,88.10130992828314,True,AI flags: large gap between F85 speed and posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
37384,TH,secondary,urban,30.0,50.0,91.0,1.0,84.0,Critical,85.36948706644527,True,AI flags: large gap between F85 speed and posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
37387,TH,secondary,urban,30.0,50.0,89.0,1.0,84.0,Critical,84.85132931976071,True,AI flags: large gap between F85 speed and posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
37402,TH,secondary,urban,30.0,50.0,63.0,0.8699936507936508,84.0,Critical,72.96579820983764,True,AI flags: large gap between F85 speed and posted limit; pct over limit; speed limit
37404,TH,secondary,urban,30.0,50.0,68.0,1.0,84.0,Critical,73.95735642941582,True,AI flags: large gap between F85 speed and posted limit; pct over limit; median speed significantly above posted limit
37409,TH,secondary,urban,30.0,50.0,64.0,0.8375058033641656,84.0,Critical,72.02232731012185,True,AI flags: large gap between F85 speed and posted limit; pct over limit; speed limit
37411,TH,secondary,urban,30.0,50.0,67.0,1.0,84.0,Critical,74.43821210139751,True,AI flags: large gap between F85 speed and posted limit; pct over limit; median speed significantly above posted limit
37584,TH,secondary,rural,30.0,60.0,63.0,1.0,70.6415912,Critical,68.78137418826181,True,AI flags: large gap between F85 speed and posted limit; pct over limit; speed limit
37669,TH,secondary,rural,50.0,60.0,78.0,0.8833174256885737,64.6415912,High Risk,39.635718657984555,True,AI flags: pct over limit; large gap between F85 speed and posted limit; median speed significantly above posted limit
